Familia profesional,Nivel Ciclo Formativo,Ciclo Formativo,Unidades de competencia acreditadas,Módulos profesionales convalidables
Artes Gráficas,CFGM,Técnico en Postimpresión y Acabados Gráficos,"UC0694_2: Preparar los elementos de troquelado en relación al soporte a transformar.
UC0695_2: Ajustar los elementos del proceso y realizar el troquelado.",1217. Troquelado.
Artes Gráficas,CFGM,Técnico en Postimpresión y Acabados Gráficos,"UC1344_2: Realizar el montaje de clichés y ajustar los elementos del proceso de impresión en flexografía.
UC1345_2: Realizar la impresión en flexografía.",0879. Impresión en flexografía.
Artes Gráficas,CFGM,Técnico en Postimpresión y Acabados Gráficos,UC1350_2: Confeccionar y estampar tapas para encuadernación industrial.,"1220. Elaboración de tapas y archivadores.
1221. Tratamiento superficial del impreso."
Artes Gráficas,CFGM,Técnico en Postimpresión y Acabados Gráficos,"UC1339_2: Preparar las líneas de elaboración de envases, embalajes y artículos de papelería.
UC1340_2: Elaborar envases, embalajes y artículos de papelería.",1222. Formación de envases.
Artes Gráficas,CFGM,Técnico en Preimpresión Digital,UC0928_2: Digitalizar y realizar el tratamiento de imágenes mediante aplicaciones informáticas.,"0867. Tratamiento de imagen en mapa de bits.
0873. Ilustración vectorial."
Artes Gráficas,CFGM,Técnico en Preimpresión Digital,"UC0200_2: Operar en el proceso gráfico en condiciones de seguridad, calidad y productividad.
UC0929_2: Digitalizar y tratar textos mediante aplicaciones informáticas.",0866. Tratamiento de textos.
Artes Gráficas,CFGM,Técnico en Preimpresión Digital,UC0930_2: Realizar la maquetación y/o compaginación de productos gráficos.,0870. Compaginación.
Artes Gráficas,CFGM,Técnico en Preimpresión Digital,UC0921_2: Obtener formas impresoras mediante sistemas digitales directos.,0868. Imposición y obtención digital de la forma impresora.
Artes Gráficas,CFGM,Técnico en Preimpresión Digital,"UC0482_2: Interpretar y gestionar la información digital necesaria para la impresión del producto digital.
UC0483_2: Preparar los equipos, ajustar los parámetros y realizar la impresión digital.",0869. Impresión digital.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Edición de Publicaciones Impresas y Multimedia,UC1670_3: Determinar los materiales de producción en la industria gráfica.,1417. Materiales de producción gráfica.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Edición de Publicaciones Impresas y Multimedia,"UC1678_3: Organizar y supervisar la producción en los procesos de preimpresión.
UC1679_3: Colaborar en la gestión de la calidad en los procesos de preimpresión.
UC1680_3: Colaborar en la gestión de la seguridad y de la protección ambiental en los procesos de preimpresión.",1478. Organización de los procesos de preimpresión digital.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Edición de Publicaciones Impresas y Multimedia,UC0696_3: Desarrollar proyectos de productos gráficos.,1479. Diseño de productos gráficos.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Edición de Publicaciones Impresas y Multimedia,"UC0204_3: Planificar la producción a partir del análisis de las especificaciones de los originales.
UC0205_3: Controlar la calidad del producto, a partir de las especificaciones editoriales.
UC0206_3: Gestionar la fabricación del producto gráfico.",1481. Gestión de la producción en procesos de edición.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Edición de Publicaciones Impresas y Multimedia,"UC0931_3: Colaborar en la gestión y planificación de la edición.
UC0933_3: Organizar los contenidos de la obra.",1482. Producción editorial.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Edición de Publicaciones Impresas y Multimedia,"UC2220_3: Desarrollar proyectos de diseño estructural de tipos estándar o rediseños de envases, embalajes y otros productos gráficos.
UC2222_3: Representar y realizar las maquetas, muestras y prototipos de envases y embalajes y otros productos gráficos.",1483. Diseño estructural de envase y embalaje.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Edición de Publicaciones Impresas y Multimedia,"UC0935_3: Determinar las especificaciones de proyectos editoriales multimedia.
UC0936_3: Diseñar el producto editorial multimedia.",1484. Diseño y planificación de proyectos editoriales multimedia.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Edición de Publicaciones Impresas y Multimedia,"UC0937_3: Generar y publicar productos editoriales multimedia.
UC0938_3: Gestionar y controlar la calidad del producto multimedia.",1485. Desarrollo y publicación de productos editoriales multimedia.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Gestión de la Producción Gráfica,UC1670_3 Determinar los materiales de producción en la industria gráfica.,1417. Materiales de producción gráfica.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Gestión de la Producción Gráfica,"UC1678_3 Organizar y supervisar la producción en los procesos de preimpresión.
UC1679_3 Colaborar en la gestión de la calidad en los procesos de preimpresión.
UC2812_3 Gestionar la protección medioambiental y la seguridad en industrias gráficas.",1478. Organización de los procesos de preimpresión digital.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Gestión de la Producción Gráfica,UC0696_3 Desarrollar proyectos de productos gráficos.,1479. Diseño de productos gráficos.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Gestión de la Producción Gráfica,"UC1670_3: Determinar los materiales de producción en la industria gráfica.
UC0696_3: Desarrollar proyectos de productos gráficos.
UC1669_3 Planificar la fabricación de productos gráficos.",1538. Gestión de la producción en la industria gráfica.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Gestión de la Producción Gráfica,UC1674_3: Gestionar la reproducción del color en los procesos gráficos.,1539. Gestión del color.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Gestión de la Producción Gráfica,"UC1675_3: Organizar y supervisar la producción en los procesos de impresión.
UC1676_3: Colaborar en la gestión de la calidad en los procesos de impresión.
UC2812_3: Gestionar la protección medioambiental y la seguridad en industrias gráficas.",1540. Organización de los procesos de impresión gráfica.
Artes Gráficas,CFGS,Técnico Superior en Diseño y Gestión de la Producción Gráfica,"UC1671_3: Organizar y supervisar la producción en los procesos de encuadernación industrial.
UC1681_3: Organizar y supervisar la producción en los procesos de transformados de papel, cartón, y otros soportes gráficos.","1541. Organización de los procesos de postimpresión, transformados y acabados."
Comercio y Marketing,CFGM,Técnico en Actividades Comerciales,UC0239_2: Realizar la venta de productos y/o servicios a través de los diferentes canales de comercialización.,1232. Procesos de venta.
Comercio y Marketing,CFGM,Técnico en Actividades Comerciales,"UC1420_2: Realizar la venta y difusión de productos inmobiliarios a través de distintos canales de comercialización.
UC0240_2: Realizar las operaciones auxiliares a la venta.",1230. Venta técnica.
Comercio y Marketing,CFGM,Técnico en Actividades Comerciales,"UC0241_2: Ejecutar las acciones de servicio de atención al cliente, consumidor y usuario.",1234. Servicios de atención comercial.
Comercio y Marketing,CFGM,Técnico en Actividades Comerciales,UC2105_2: Organizar y animar el punto de venta de un pequeño comercio.,1231. Dinamización del punto de venta.
Comercio y Marketing,CFGM,Técnico en Actividades Comerciales,UC2104_2: Impulsar y gestionar un pequeño comercio de calidad.,1227. Gestión de un pequeño comercio.
Comercio y Marketing,CFGM,Técnico en Actividades Comerciales,UC2106_2: Garantizar la capacidad de respuesta y abastecimiento del pequeño comercio.,1229. Gestión de compras.
Comercio y Marketing,CFGM,Técnico en Actividades Comerciales,UC1015_2: Gestionar y coordinar las operaciones de almacén.,1228. Técnicas de almacén.
Comercio y Marketing,CFGS,Técnico Superior en Comercio Internacional,"UC1013_3: Organizar, gestionar y controlar las operaciones de transporte de larga distancia.",0622. Transporte internacional de mercancías.
Comercio y Marketing,CFGS,Técnico Superior en Comercio Internacional,UC2183_3: Gestionar la actividad económico-financiera del transporte por carretera.,0623. Gestión económica y financiera de la empresa.
Comercio y Marketing,CFGS,Técnico Superior en Comercio Internacional,"UC1014_3: Organizar el almacén de acuerdo a los criterios y niveles de actividad previstos.
UC1015_2: Gestionar y coordinar las operaciones del almacén.",0625. Logística de almacenamiento.
Comercio y Marketing,CFGS,Técnico Superior en Comercio Internacional,UC0242_3: Realizar y controlar la gestión administrativa en las operaciones de importación/exportación y/o introducción/expedición de mercancías.,0627. Gestión administrativa del comercio internacional.
Comercio y Marketing,CFGS,Técnico Superior en Comercio Internacional,UC1007_3: Obtener y elaborar información para el sistema de información de mercados.,0822. Sistema de información de mercados.
Comercio y Marketing,CFGS,Técnico Superior en Comercio Internacional,UC1008_3: Realizar estudios y propuestas para las acciones del plan de marketing internacional.,0823. Marketing internacional.
Comercio y Marketing,CFGS,Técnico Superior en Comercio Internacional,UC1009_3: Asistir en los procesos de negociación y ejecución de las operaciones de compraventa internacionales de productos y servicios.,0824. Negociación internacional.
Comercio y Marketing,CFGS,Técnico Superior en Comercio Internacional,UC0243_3: Gestionar las operaciones de financiación para transacciones internacionales de mercancías y servicios.,0825. Financiación internacional.
Comercio y Marketing,CFGS,Técnico Superior en Comercio Internacional,UC0244_3: Gestionar las operaciones de cobro y pago en las transacciones internacionales.,0826. Medios pago internacionales.
Comercio y Marketing,CFGS,Técnico Superior en Comercio Internacional,"UC9999_3: Comunicarse en lengua inglesa con un nivel de usuario independiente (B1), según el marco común europeo de referencia para las lenguas, en el ámbito profesional.",0179. Inglés Profesional (GS).
Comercio y Marketing,CFGS,Técnico Superior en Gestión de Ventas y Espacios Comerciales,"UC0501_3: Establecer la implantación de espacios comerciales.
UC0504_3: Organizar y supervisar el montaje de escaparates en el establecimiento comercial.",0926. Escaparatismo y diseño de espacios comerciales.
Comercio y Marketing,CFGS,Técnico Superior en Gestión de Ventas y Espacios Comerciales,"UC0503_3: Organizar y controlar las acciones promocionales en espacios comerciales.
UC0502_3: Organizar la implantación de productos/servicios en la superficie de venta.",0927. Gestión de productos y promociones en el punto de venta.
Comercio y Marketing,CFGS,Técnico Superior en Gestión de Ventas y Espacios Comerciales,UC1001_3: Gestionar la fuerza de ventas y coordinar el equipo de comerciales.,0928. Organización de equipos de ventas.
Comercio y Marketing,CFGS,Técnico Superior en Gestión de Ventas y Espacios Comerciales,"UC0239_2: Realizar la venta de productos y/o servicios a través de los diferentes canales de comercialización.
UC1000_3: Obtener y procesar la información necesaria para la definición de estrategias y actuaciones comerciales.",0929. Técnicas de venta y negociación.
Comercio y Marketing,CFGS,Técnico Superior en Gestión de Ventas y Espacios Comerciales,UC2185_3: Asistir en la definición y seguimiento de las políticas y plan de marketing.,0930. Políticas de marketing.
Comercio y Marketing,CFGS,Técnico Superior en Gestión de Ventas y Espacios Comerciales,"UC1014_3: Organizar el almacén de acuerdo a los criterios y niveles de actividad previstos.
UC1015_2: Gestionar y coordinar las operaciones del almacén.",0625. Logística de almacenamiento.
Comercio y Marketing,CFGS,Técnico Superior en Gestión de Ventas y Espacios Comerciales,"UC1003_3: Colaborar en la elaboración del plan de aprovisionamiento.
UC1004_3: Realizar el seguimiento y control del programa de aprovisionamiento.",0626. Logística de aprovisionamiento.
Comercio y Marketing,CFGS,Técnico Superior en Gestión de Ventas y Espacios Comerciales,UC2183_3: Gestionar la actividad económico-financiera del transporte por carretera.,0623. Gestión económica y financiera de la empresa.
Comercio y Marketing,CFGS,Técnico Superior en Gestión de Ventas y Espacios Comerciales,"UC0993_3: Preparar la información e instrumentos necesarios para la investigación de mercados.
UC0997_3: Colaborar en el análisis y obtención de conclusiones a partir de la investigación de mercados.",1010. Investigación comercial.
